JK,Issue code,Issue name,Listing date,Provider,Yield(The past year),Underlying index,Tracking error,AUM,Disparate ratio,Volatility,Replication method,TER,Taxation type
,455030,KODEX USD SOFR Active(SYNTH),2023/04/04,SAMSUNG ASSET,12.56,Bloomberg SOFR Daily Total Return Index,0.23,354206655558,0.05,Very low,Synthetic(Active),0.15,Dividend income tax(tax on holding period)
,304670,KODEX Ultra T-bond Futures Inverse(H),2018/09/12,SAMSUNG ASSET,11.56,S&P Ultra T-Bond Futures Index(ER),1.4,6756709125,0.26,Normal,Physical(Passive),0.26,Dividend income tax(tax on holding period)
,304660,KODEX Ultra T-bond Futures(H),2018/09/12,SAMSUNG ASSET,-9.26,S&P Ultra T-Bond Futures Index(ER),0.45,326576891299,-0.24,Normal,Physical(Passive),0.26,Dividend income tax(tax on holding period)
,244670,KODEX Value Plus,2016/05/13,SAMSUNG ASSET,4.88,FnGuide Value Plus Index,0.49,4248299289,-0.02,Normal,Physical(Passive),0.3,Non taxable
,271050,KODEX WTI Crude Oil Futures Inverse(H),2017/06/13,SAMSUNG ASSET,-22.34,S&P GSCI Crude Oil Index ER,1.11,40549950072,0.24,Very high,Physical(Passive),0.35,Dividend income tax(tax on holding period)
,261220,KODEX WTIOILF(H),2016/12/27,SAMSUNG ASSET,24.12,S&P GSCI Crude Oil Index ER,0.82,57588481887,-0.05,Very high,Physical(Passive),0.31,Dividend income tax(tax on holding period)
,448330,KODEX Wise Samsung Electronics Balanced,2022/11/29,SAMSUNG ASSET,7.16,Wise Samsung Electronics Balanced Index,0.44,47414009443,-0.3,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,468380,KODEX iShares US HY Active,2023/10/19,SAMSUNG ASSET,0,ICE BofAML US HY Constrained Index(Total Return),3.23,25087753330,0.09,Very low,Physical(Active),0.15,Dividend income tax(tax on holding period)
,468630,KODEX iShares US IG CorporateBond Active,2023/10/19,SAMSUNG ASSET,0,Markit iBoxx USD Liquid Investment Grade Index(Total Return),1.79,15087740572,-0.07,Very low,Physical(Active),0.1,Dividend income tax(tax on holding period)
,468370,KODEX iShares US TIPS Bond Active,2023/10/19,SAMSUNG ASSET,0,ICE U.S. Treasury Inflation Linked Bond Index(Total Return),0.76,8402579763,0.04,Very low,Physical(Active),0.1,Dividend income tax(tax on holding period)
,153270,KOSEF 100,2012/02/28,KIWOOM AM,13.7,KOSPI 100,0.79,7545360370,0.1,Normal,Physical(Passive),0.195,Non taxable
,148070,KOSEF 10YKTB,2011/10/20,KIWOOM AM,2.51,KIS 10Y KTB Index(Total Return),0.22,415823240989,-0.12,Very low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,167860,KOSEF 10YKTB LEVERAGE,2012/10/30,KIWOOM AM,3.45,KIS 10Y KTB Index(Total Return),1.14,14140805333,-0.21,Low,Physical(Passive),0.3,Dividend income tax(tax on holding period)
,069660,KOSEF 200,2002/10/14,KIWOOM AM,12.64,KOSPI 200,0.71,334518553194,-0.37,Normal,Physical(Passive),0.13,Non taxable
,253240,KOSEF 200 Futures Inverse,2016/09/12,KIWOOM AM,-10.45,F-KOSPI 200,0.3,2612456876,0,Normal,Physical(Passive),0.46,Dividend income tax(tax on holding period)
,253230,KOSEF 200 Futures Inverse 2X,2016/09/22,KIWOOM AM,-23.99,F-KOSPI 200,0.54,5379070193,0.1,Very high,Physical(Passive),0.46,Dividend income tax(tax on holding period)
,253250,KOSEF 200 Futures Leverage,2016/09/12,KIWOOM AM,22.21,F-KOSPI 200,0.43,9400652599,0.1,Very high,Physical(Passive),0.46,Dividend income tax(tax on holding period)
,294400,KOSEF 200 TR,2018/04/23,KIWOOM AM,14.96,KOSPI 200 TR,0.17,715395280811,-0.35,Normal,Physical(Passive),0.012,Dividend income tax(tax on holding period)
,483020,KOSEF AI Medical Technology,2024/05/28,KIWOOM AM,0,FnGuide AI medical technology Index,2.13,10996289118,-0.04,Very high,Physical(Passive),0.49,Non taxable
,104520,KOSEF Bluechip,2008/07/29,KIWOOM AM,6.51,MKF Blue Chip,0.6,9919608196,-0.02,Normal,Physical(Passive),0.4,Non taxable
,445950,KOSEF China A50 Connect -1X MSCI(SynthH),2022/10/25,KIWOOM AM,2.17,MSCI China A50 Connect Index,0.25,5022766962,0.89,Normal,Synthetic(Passive),0.35,Dividend income tax(tax on holding period)
,445930,KOSEF China A50 Connect 2X MSCI(Synth H),2022/10/25,KIWOOM AM,-13.32,MSCI China A50 Connect Index,0.47,4016211881,-2.4,Very high,Synthetic(Passive),0.35,Dividend income tax(tax on holding period)
,441330,KOSEF China A50 Connect MSCI,2022/09/20,KIWOOM AM,1.43,MSCI China A50 Connect Index,0.74,9064804249,-1.19,Normal,Physical(Passive),0.2,Dividend income tax(tax on holding period)
,454180,KOSEF China Domestic Consumer Top CSI,2023/04/04,KIWOOM AM,-7.42,CSI SH-HK-SZ Consumer Top Index,2.03,4465259035,-1.71,Normal,Physical(Passive),0.42,Dividend income tax(tax on holding period)
,130730,KOSEF Enhanced Cash,2010/07/29,KIWOOM AM,0.15,MK Money Market Index(Total Return),0.06,102150731922,0.03,Very low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,460280,KOSEF Genetic Innovation Technology,2023/06/27,KIWOOM AM,-13.09,FnGuide Genetic Innovation Technology Index,0.59,6650043645,-0.02,Very high,Physical(Passive),0.4,Non taxable
,411860,KOSEF Germany DAX,2021/12/22,KIWOOM AM,16.28,DAX Index(PR),0.95,6020421361,0.53,Low,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,473490,KOSEF Global AI Semiconductor,2023/12/21,KIWOOM AM,0,Solactive Global AI Semiconductor Index (Price Return),0.46,42047194321,-0.86,Very high,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,394340,KOSEF Global Digital Economy,2021/07/20,KIWOOM AM,28.84,MSCI ACWI IMI Digital Economy & Metaverse ESG Filtered,5.45,5416301763,-2.05,Normal,Physical(Passive),0.31,Dividend income tax(tax on holding period)
,394350,KOSEF Global Future Mobility,2021/07/20,KIWOOM AM,4.02,MSCI ACWI IMI Future Mobility ESG Filtered Price Return Index,5.9,29855332561,0.49,High,Physical(Passive),0.31,Dividend income tax(tax on holding period)
,473500,KOSEF Global Power Semiconductor,2023/12/21,KIWOOM AM,0,Solactive Global Power Semiconductor Index (Price Return),1.25,5591648399,-1.28,Very high,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,104530,KOSEF H Dividend,2008/07/29,KIWOOM AM,22.08,MKF Wealth High Dividend,2.63,12439346895,-0.25,Normal,Physical(Passive),0.4,Non taxable
,469790,KOSEF K-TechTOP10,2023/10/31,KIWOOM AM,0,Solactive K-TechTOP10 Index(PR),0.82,3692341337,-0.23,Normal,Physical(Passive),0.39,Non taxable
,467540,KOSEF KOSDAQ Global,2023/10/24,KIWOOM AM,0,KOSDAQ Global Index,4.25,8814312352,0.14,Very high,Physical(Passive),0.07,Non taxable
,316670,KOSEF KOSDAQ150,2019/01/22,KIWOOM AM,2.43,KOSDAQ 150,0.18,14682200509,-0.7,Very high,Physical(Passive),0.15,Non taxable
,291620,KOSEF KOSDAQ150F Inverse,2018/03/16,KIWOOM AM,-11.3,F-KOSDAQ150 Index,0.22,3417701219,0.41,Very high,Physical(Passive),0.09,Dividend income tax(tax on holding period)
,291630,KOSEF KOSDAQ150F Leverage,2018/03/16,KIWOOM AM,0.78,F-KOSDAQ150 Index,1.88,2666608833,-0.64,Very high,Physical(Passive),0.09,Dividend income tax(tax on holding period)
,100910,KOSEF KRX100,2008/01/23,KIWOOM AM,13.01,KRX 100,0.69,14409993418,-0.15,Normal,Physical(Passive),0.23,Non taxable
,114470,KOSEF KTB,2009/07/31,KIWOOM AM,0.93,KTB INDEX (Gross Price),0.16,16378194730,-0.05,Very low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,122260,KOSEF MSB,2010/01/14,KIWOOM AM,1,MK MSB Index(Total Return),0.06,40638455911,0.02,Very low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,331910,KOSEF Mid Small Cap,2019/08/13,KIWOOM AM,7.81,FnGuide-KWAM Smart Mid Small Cap Index,0.52,7711072850,0.09,Normal,Physical(Passive),0.3,Non taxable
,453080,KOSEF NASDAQ100(H),2023/03/14,KIWOOM AM,31.39,NASDAQ 100,1.59,19485205687,-0.11,Normal,Physical(Passive),0.04,Dividend income tax(tax on holding period)
,449770,KOSEF S&P500,2022/12/20,KIWOOM AM,34.25,S&P 500,0.46,51667890582,-0.17,Low,Physical(Passive),0.021,Dividend income tax(tax on holding period)
,449780,KOSEF S&P500(H),2022/12/20,KIWOOM AM,24.81,S&P 500,1.46,11178633820,-0.1,Low,Physical(Passive),0.04,Dividend income tax(tax on holding period)
,450120,KOSEF SK Group Leaders,2022/12/23,KIWOOM AM,24.27,FnGuide SK Group Leaders Index,0.87,6143882916,0.12,High,Physical(Passive),0.14,Non taxable
,200250,KOSEF SYNTH-INDIA,2014/06/26,KIWOOM AM,32.88,Nifty 50 Index,1.26,233009727857,0.52,Low,Synthetic(Passive),0.29,Dividend income tax(tax on holding period)
,430500,KOSEF TIPS KIS,2022/05/31,KIWOOM AM,6.79,KIS TIPS Index (Total Return),0.41,11214545615,-0.06,Very low,Physical(Passive),0.15,Dividend income tax(tax on holding period)
,483030,KOSEF US Blockbuster Biotech Drugs Plus,2024/05/28,KIWOOM AM,0,Solactive Blockbuster Biotech Drugs Index(PR),0.36,11397972160,0.37,Low,Physical(Passive),0.49,Dividend income tax(tax on holding period)
,373790,KOSEF US LVDA NASDAQ,2020/12/24,KIWOOM AM,8.63,Nasdaq US Low Volatility Dividend Achievers Index,0.68,7112495853,-0.46,Low,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,474800,KOSEF US Oil&Energy,2024/01/16,KIWOOM AM,0,MSCI US IMI Energy 25/50 Index(Price Return),0.79,27410886842,-0.08,Normal,Physical(Passive),0.29,Dividend income tax(tax on holding period)
,426330,KOSEF USA ETF Industry STOXX,2022/04/26,KIWOOM AM,24.14,STOXX USA ETF Industry Index (KRW),0.53,4362683982,-0.56,Normal,Physical(Passive),0.52,Dividend income tax(tax on holding period)
,138230,KOSEF USD Futures,2011/02/24,KIWOOM AM,7.07,F-USDKRW,0.58,34692089146,-0.06,Very low,Physical(Passive),0.37,Dividend income tax(tax on holding period)
,230480,KOSEF USD Futures Inverse 2X,2015/11/16,KIWOOM AM,-15.75,F-USDKRW,0.87,13186100082,-0.02,Normal,Physical(Passive),0.64,Dividend income tax(tax on holding period)
,225800,KOSEF USD Futures Leverage,2015/08/10,KIWOOM AM,19.86,F-USDKRW,0.92,16927289311,-0.08,Normal,Physical(Passive),0.64,Dividend income tax(tax on holding period)
,139660,KOSEF USD Inverse Futures,2011/04/01,KIWOOM AM,-6.31,F-USDKRW,0.51,8695999314,0.11,Very low,Physical(Passive),0.49,Dividend income tax(tax on holding period)
,462900,KoAct Bio Healthcare Active,2023/08/03,Samsung Active Asset Management,0,iSelect Bio healthcare PR Index,10.94,144797353336,-0.02,Very high,Physical(Active),0.5,Dividend income tax(tax on holding period)
,476850,KoAct Dividend Growth Active,2024/02/27,Samsung Active Asset Management,0,KOSPI,9.56,146635977868,-0.33,Normal,Physical(Active),0.5,Dividend income tax(tax on holding period)
,471040,KoAct Global AI&Robotics Active,2023/11/21,Samsung Active Asset Management,0,iSelect Global AI&Robotics PR Index,13.29,28005966758,-0.4,High,Physical(Active),0.5,Dividend income tax(tax on holding period)
,475070,KoAct Global Climate Tech Infra Active,2024/01/18,Samsung Active Asset Management,0,Solactive Global Climate Technology Infrastructure PR Index,10.36,32591181947,-1.08,Very high,Physical(Active),0.5,Dividend income tax(tax on holding period)
,482030,KoAct Tech materials supply chain Active,2024/05/14,Samsung Active Asset Management,0,iSelect Tech materials supply chain index,9.79,8851239370,-0.35,Very high,Physical(Active),0.5,Dividend income tax(tax on holding period)
,403790,MIDAS KoreaStock Active,2021/10/13,Midas asset,13.16,KOSPI,2.61,50810735444,-0.25,Normal,Physical(Active),0.62,Dividend income tax(tax on holding period)
,438740,MIDAS KoreaStock Mid/Small-Cap Active,2022/08/17,Midas asset,3.38,KOSPI MidCap,12.05,8486429906,-0.05,Normal,Physical(Active),0.62,Dividend income tax(tax on holding period)
,465780,Mighty 26-09 Special Bond Active,2023/09/21,DB ASSET,0,KAP 26-09 Special Bond Index(TR),0.14,76661004431,0.05,Very low,Physical(Active),0.06,Dividend income tax(tax on holding period)
,442260,Mighty Dynamic Quant Active,2022/10/25,DB ASSET,15.57,KOSPI 200,2.66,18954531110,0.04,Normal,Physical(Active),0.3,Dividend income tax(tax on holding period)
,159800,Mighty K100,2012/07/05,DB ASSET,14.69,KOSPI 100,1.07,15373612920,0.09,Very high,Physical(Passive),0.39,Non taxable
,140950,POWER K100,2011/05/03,KAIM,12.78,KOSPI 100,0.75,14017743919,-0.44,Very high,Physical(Passive),0.155,Non taxable
,152870,POWER K200,2012/02/13,KAIM,12.89,KOSPI 200,0.71,29089215801,-0.45,Normal,Physical(Passive),0.145,Non taxable
,192720,Power LVHD,2014/02/20,KAIM,15.17,KOSPI 200 Low Volatility High Dividend Index,1.27,7512288729,-0.29,Normal,Physical(Passive),0.23,Non taxable
,295040,SOL 200 TR,2018/04/23,SHINHAN AMC,14.53,KOSPI 200 TR,0.12,225507410876,-0.65,Normal,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,411540,SOL 200 Top10,2021/12/09,SHINHAN AMC,2.25,KOSPI 200 Top 10 Index,0.91,12406853118,-0.08,High,Physical(Passive),0.15,Non taxable
,469820,SOL 24-12 Credit Bond Active,2023/11/07,SHINHAN AMC,0,KAP 24-12 Credit Bond(AA- or higher) Index(TR),0.06,159165833032,0.02,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,462540,SOL 25-09 Credit Bond Active,2023/08/08,SHINHAN AMC,0,KAP 25-09 Credit Bond(AA- or higher) Index(TR),0.11,126598671114,0.04,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,464600,SOL Automobile Materials & Equipment,2023/08/22,SHINHAN AMC,0,FnGuide Automobile Materials & Equipment Index(PR),0.34,17613955789,-0.26,High,Physical(Passive),0.45,Non taxable
,466930,SOL Automobile TOP3 Plus,2023/10/05,SHINHAN AMC,0,FnGuide Automobile TOP3 Plus Index(PR),2.1,41002033703,-0.32,Very high,Physical(Passive),0.45,Non taxable
,415760,SOL China Fostering Industry Active,2022/01/13,SHINHAN AMC,-24.91,STAR 50 Index(Price Return),0.48,6160173721,-3.13,High,Synthetic(Active),0.55,Dividend income tax(tax on holding period)
,413220,SOL China Photovoltaic CSI(Synthetic),2021/12/22,SHINHAN AMC,-42.84,CSI Photovoltaic Industry Index(PR),0.34,3891987282,-2.62,Very high,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,459370,SOL EUA Inverse ICE(H),2023/06/20,SHINHAN AMC,20.27,ICE EUA Carbon Futures Custom Roll Index(Excess Return),0.75,6335228548,0,Very high,Physical(Passive),0.55,Dividend income tax(tax on holding period)
,484880,SOL Financial Group Plus High Dividend,2024/06/25,SHINHAN AMC,0,fnGuide Financial Group Plus High Dividend Index(PR),9.48,8161150396,-0.11,Very low,Physical(Passive),0.3,Non taxable
,400590,SOL ICE Global Carbon,2021/09/30,SHINHAN AMC,-1.78,ICE Global Carbon Futures Index(Excess Return),0.18,16158511897,0.08,Very high,Synthetic(Passive),0.55,Dividend income tax(tax on holding period)
,429980,SOL K-Global EV&Battery Active,2022/06/14,SHINHAN AMC,5.16,FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR),4.3,6018138623,-0.27,Normal,Physical(Active),0.55,Dividend income tax(tax on holding period)
,429990,SOL K-Global Platform&Metaverse Active,2022/06/14,SHINHAN AMC,27.75,Dow Jones Internet Korea Tilted Index(PR),10.68,6799422604,-1.83,Normal,Physical(Active),0.55,Dividend income tax(tax on holding period)
,423170,SOL K-Global Semiconductor Active,2022/04/12,SHINHAN AMC,68.95,S&P Global Semiconductor Korea Tilted Index(PR),9.27,57788352007,-0.28,High,Physical(Active),0.55,Dividend income tax(tax on holding period)
,444200,SOL KEDI Mega Tech Active,2022/10/18,SHINHAN AMC,23.72,KEDI Mega Tech Index(PR),7.79,11754152496,0.02,High,Physical(Active),0.55,Dividend income tax(tax on holding period)
,363510,SOL KIS MSB,2020/09/09,SHINHAN AMC,3.42,KIS Short Term MSB(Total Return),0.04,33709939184,0.02,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,450910,SOL KOSDAQ 150,2023/01/31,SHINHAN AMC,2.69,KOSDAQ 150,0.33,25661177496,-0.08,Very high,Physical(Passive),0.15,Non taxable
,404650,SOL KRX Climate Change Solutions,2021/10/29,SHINHAN AMC,-3.95,KRX Climate Change Solutions,0.55,7345350316,-0.75,Very high,Physical(Passive),0.15,Non taxable
,292500,SOL KRX300,2018/03/26,SHINHAN AMC,13.31,KRX 300,0.64,12825125926,-0.77,Normal,Physical(Passive),0.05,Non taxable
,438570,SOL KTB 10Y,2022/09/06,SHINHAN AMC,2.67,KAP Gov't Bond 10Y Index(Total Return),0.19,126153267588,-0.07,Very low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,474390,SOL KTB 30Y Active,2024/01/16,SHINHAN AMC,0,KAP Gov't Bond 30Y Index TR,0.66,10087584263,0.09,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,438560,SOL KTB 3Y,2022/09/06,SHINHAN AMC,0.99,KAP Gov't Bond 3Y Index(Total Return),0.05,25891486277,-0.13,Very low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,484890,SOL MMF Active,2024/06/25,SHINHAN AMC,0,KAP Mark-to-market MMF Index(TR),0,125054331069,0.02,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,464610,SOL Medical Device Materials&Equipment,2023/08/22,SHINHAN AMC,0,FnGuide Medical Device Materials & Equipment Index(PR),0.37,9177651379,-0.11,High,Physical(Passive),0.45,Non taxable
,476030,SOL NASDAQ100,2024/03/12,SHINHAN AMC,0,NASDAQ 100,0.16,20275871714,-0.23,Low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,400580,SOL S&P EUA(H),2021/09/30,SHINHAN AMC,-24.04,S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER,0.57,9968995290,0.31,Very high,Physical(Passive),0.55,Dividend income tax(tax on holding period)
,433330,SOL S&P500,2022/06/21,SHINHAN AMC,33.84,S&P 500,0.14,93101409055,-0.13,Low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,399110,SOL S&P500ESG,2021/09/14,SHINHAN AMC,35.32,S&P500 ESG(PR),0.28,40775403038,-0.05,Low,Physical(Passive),0.15,Dividend income tax(tax on holding period)
,455860,SOL SecondaryBattery Materials Equipment,2023/04/25,SHINHAN AMC,-34.23,FnGuide Secondary Battery Materials & Equipment(PR),0.42,177621760181,-0.09,Very high,Physical(Passive),0.45,Non taxable
,475310,SOL Semiconductor Back-End Process,2024/02/14,SHINHAN AMC,0,FnGuide Semiconductor Back-End Process Index(PR),1.02,15335039982,-0.03,Very high,Physical(Passive),0.45,Non taxable
,475300,SOL Semiconductor Front-End Process,2024/02/14,SHINHAN AMC,0,FnGuide Semiconductor Front-End Process Index(PR),0.29,13990497072,0.06,Very high,Physical(Passive),0.45,Non taxable
,455850,SOL Semiconductor Materials & Equipment,2023/04/25,SHINHAN AMC,35.43,FnGuide Semiconductor Materials & Equipment Index(PR),0.36,399885078663,0.05,Very high,Physical(Passive),0.45,Non taxable
,466920,SOL Shipbuilding TOP3 Plus,2023/10/05,SHINHAN AMC,0,FnGuide Shipbuilding TOP3 Plus Index(PR),0.2,195784756792,-0.16,Very high,Physical(Passive),0.45,Non taxable
,469830,SOL Short Term Money Market Active,2023/11/07,SHINHAN AMC,0,KAP Short Term Money Index,0.06,484102087880,0.03,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,220130,SOL Synth-CSI500(H),2015/06/08,SHINHAN AMC,-16.43,CSI 500 Small Cap Index(Price Return),3.32,3139914109,-1.53,Normal,Synthetic(Passive),0.6,Dividend income tax(tax on holding period)
,436140,SOL Total Bond Active(AA-Higher),2022/08/09,SHINHAN AMC,6.59,"KAP K-Total Market Bond Index(AA- or higher, Total return)",0.24,841015823622,0.02,Very low,Physical(Active),0.04,Dividend income tax(tax on holding period)
,479620,SOL US AI Semiconductor Chip Makers,2024/04/16,SHINHAN AMC,0,Solactive US AI Semiconductor Chip Makers Index(PR),0.49,43954882846,-0.63,Very high,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,481180,SOL US AI Software,2024/05/14,SHINHAN AMC,0,KEDI US AI Software Index(PR),0.29,35457935456,-0.42,Normal,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,446720,SOL US Dividend Equity,2022/11/15,SHINHAN AMC,14.99,Dow Jones U.S. Dividend 100 Price Return Index,0.62,573593875676,-0.14,Low,Physical(Passive),0.01,Dividend income tax(tax on holding period)
,452360,SOL US Dividend Equity(H),2023/03/21,SHINHAN AMC,5.33,Dow Jones U.S. Dividend 100 Price Return Index,0.67,165561038347,-0.11,Low,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,447620,SOL US TOP5 Blended 40,2022/11/29,SHINHAN AMC,15.22,Solactive US TOP5 Balanced40 Index,0.71,42356457330,-0.04,Very low,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,481190,SOL US Tech Top 10,2024/05/21,SHINHAN AMC,0,Solactive US Tech TOP 10 Custom Index(PR),1.73,78601323779,-0.52,Normal,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,481200,SOL US Tech Top 10 Inverse,2024/05/21,SHINHAN AMC,0,Solactive US Tech TOP 10 Custom Index(PR),1.01,6981089984,0.1,Normal,Synthetic(Passive),0.05,Dividend income tax(tax on holding period)
,473330,SOL UST 30y 2% OTM BuyWrite(Synthetic),2023/12/27,SHINHAN AMC,0,KEDI US Treasury 20y+ 2% OTM BuyWrite Index(NTR),1.45,166282119705,-0.08,Very low,Synthetic(Passive),0.25,Dividend income tax(tax on holding period)
,461600,Shinhan SOL US TB 30Y Active(H),2023/07/11,SHINHAN AMC,0,KAP US Treasury 20+ Years Bond Index(PR),4.55,20569389101,0.16,Normal,Physical(Active),0.05,Dividend income tax(tax on holding period)
,305080,TIGER 10Y U.S. T-NOTE FUTURES,2018/08/30,Mirae Asset,5.32,S&P 10-Year U.S. Treasury Note Futures(ER),1.07,128095645708,-0.12,Very low,Physical(Passive),0.25,Dividend income tax(tax on holding period)
,139220,TIGER 200 CONSTRUCTIONS,2011/04/06,Mirae Asset,-6.43,KOSPI 200 Constructions,0.75,16846176158,-0.06,High,Physical(Passive),0.4,Non taxable
,227560,TIGER 200 CONSUMER STAPLES,2015/09/23,Mirae Asset,14.51,KOSPI 200 Consumer Staples,0.64,8962884445,-0.31,Normal,Physical(Passive),0.4,Non taxable
,289480,TIGER 200 COVERED CALL ATM,2018/02/09,Mirae Asset,7.72,KOSPI 200 Covered Call ATM Index,0.94,26230424404,-0.25,Low,Physical(Passive),0.38,Dividend income tax(tax on holding period)
,139290,TIGER 200 DISCRETIONARY,2011/04/06,Mirae Asset,18.23,KOSPI 200 Consumer Discretionary,1.55,7287289344,-0.32,High,Physical(Passive),0.4,Non taxable
,139250,TIGER 200 ENERGY&,2011/04/06,Mirae Asset,-21.69,KOSPI 200 Energy & Chemicals,0.6,16427366671,-0.03,Very high,Physical(Passive),0.34,Non taxable
,243890,TIGER 200 ENERGY& LEVERAGE,2016/05/13,Mirae Asset,-43.92,KOSPI 200 Energy & Chemicals,11.54,3135761004,1.12,Very high,Physical(Passive),0.69,Dividend income tax(tax on holding period)
,252000,TIGER 200 EW,2016/09/20,Mirae Asset,8.47,KOSPI 200 EWI,0.58,5282149841,-0.2,Normal,Physical(Passive),0.21,Non taxable
,139270,TIGER 200 FINANCIALS,2011/04/06,Mirae Asset,36.33,KOSPI 200 Financials,1.96,13221885163,-0.13,High,Physical(Passive),0.4,Non taxable
,267770,TIGER 200 FUTURES LEVERAGE,2017/04/25,Mirae Asset,22.33,F-KOSPI 200,0.84,87340011577,0.03,Very high,Physical(Passive),0.022,Dividend income tax(tax on holding period)
,252710,TIGER 200 Futures Inverse 2X,2016/09/22,Mirae Asset,-24.11,F-KOSPI 200,0.49,83398279829,0.04,Very high,Physical(Passive),0.022,Dividend income tax(tax on holding period)
,227540,TIGER 200 HEALTH CARE,2015/09/23,Mirae Asset,4.19,KOSPI 200 Health Care,1.69,36962029811,0.09,Very high,Physical(Passive),0.4,Non taxable
,139230,TIGER 200 HEAVY INDUSTRY,2011/04/06,Mirae Asset,23.62,KOSPI 200 Heavy Industries,0.56,86969754525,0.08,Very high,Physical(Passive),0.34,Non taxable
,227550,TIGER 200 INDUSTRIALS,2015/09/23,Mirae Asset,7.17,KOSPI 200 Industrials,3.54,3474829606,0,High,Physical(Passive),0.4,Non taxable
,139260,TIGER 200 IT,2011/04/06,Mirae Asset,12.06,KOSPI 200 IT,0.38,780589375562,-0.28,High,Physical(Passive),0.4,Non taxable
,243880,TIGER 200 IT LEVERAGE,2016/05/13,Mirae Asset,15.86,KOSPI 200 IT,9.03,33535897421,-0.08,Very high,Physical(Passive),0.63,Dividend income tax(tax on holding period)
,139240,TIGER 200 STEEL&,2011/04/06,Mirae Asset,-6.26,KOSPI 200 Steels & Materials,1.06,9561688710,-0.1,Very high,Physical(Passive),0.34,Non taxable
,310960,TIGER 200 TR,2018/11/20,Mirae Asset,14.77,KOSPI 200 TR,0.25,19578371529,-0.32,Normal,Physical(Passive),0.09,Dividend income tax(tax on holding period)
,315270,TIGER 200CS,2019/01/15,Mirae Asset,-5.54,KOSPI 200 Communication Service,0.84,5269666338,-0.14,High,Physical(Passive),0.4,Non taxable
,447820,TIGER 24-10 CORPORATE ACTIVE,2022/11/22,Mirae Asset,4.45,"KIS target day index 24-10(Corp, Financial A+, Total Return)",0.1,762113658070,0.03,Very low,Physical(Active),0.1,Dividend income tax(tax on holding period)
,470260,TIGER 24-12 FINANCIAL,2023/11/21,Mirae Asset,0,"KIS target day index 24-12(Financial between AA+ and AA-, Total Return)",0.15,1553980908697,0.01,Very low,Physical(Passive),0.1,Dividend income tax(tax on holding period)
,453540,TIGER 25-10 CORPORATE ACTIVE,2023/03/23,Mirae Asset,5.06,"KIS target day index 25-10(Corp, Financial A+, Total Return)",0.14,802897429758,0.01,Very low,Physical(Active),0.1,Dividend income tax(tax on holding period)
,480260,TIGER 27-04 CORPORATE ACTIVE,2024/04/23,Mirae Asset,0,KIS Corp. 2704 target day index (Total Return),0.17,128029248543,-0.01,Very low,Physical(Active),0.1,Dividend income tax(tax on holding period)
,476550,TIGER 30Y US TREASURY PREMIUM ACTIVE(H),2024/02/27,Mirae Asset,0,KEDI US Treasury 30Y Weekly Covered Call 30 Index(Total Return),0.73,542447204844,-0.21,Low,Physical(Active),0.39,Dividend income tax(tax on holding period)
,451540,TIGER AGGREGATE BOND ACTIVE,2023/02/01,Mirae Asset,6.75,KIS All Bond Index (higher than AA- Grade),0.18,634671510196,0.02,Very low,Physical(Active),0.03,Dividend income tax(tax on holding period)
,365040,TIGER AI KOR GWTH ACTV,2020/09/29,Mirae Asset,10.76,KOSPI,1.69,12040839188,-0.36,Normal,Physical(Active),0.4,Dividend income tax(tax on holding period)
,471760,TIGER AI Semiconductor Core Tech,2023/11/21,Mirae Asset,0,iSelect AI Semiconductor Core Tech Index,1.24,183712054640,-0.1,Very high,Physical(Passive),0.45,Non taxable
,137610,TIGER Agriculture,2011/01/11,Mirae Asset,-24.26,S&P GSCI Agriculture Enhanced Index(ER),0.68,16328782286,0.4,Normal,Physical(Passive),0.69,Dividend income tax(tax on holding period)
